umap_component_1,umap_component_2,umap_component_3,mental_health_risk_score
2.3542416,-5.7223206,26.089619,2
-1.1622777,0.3382676,-14.1746855,2
0.06415208,22.22436,-4.250674,2
-4.476531,5.8437815,8.304933,2
1.737642,-15.983961,1.3433897,2
6.43896,2.3088276,13.5861225,2
2.526991,-4.2585382,13.126449,2
-14.515651,-7.8356876,-3.5697203,2
-4.790555,5.663552,8.083491,2
-10.514367,-6.7611175,12.771611,2
2.106691,-16.282534,1.2570524,2
-4.2313437,5.798561,8.163125,2
-1.2982322,0.26664206,-14.083023,2
19.85174,-4.641628,8.17022,1
6.494207,2.253542,13.530901,2
-1.3085063,0.7761411,-13.879258,2
11.163412,-5.2241244,9.919741,1
-4.629601,5.9557366,8.316542,2
6.4454412,2.3023415,13.579706,2
17.100924,6.809616,5.835333,0
11.622435,-0.79765964,-8.86491,1
1.8061376,-16.34247,1.1139967,2
25.817598,0.5027884,2.518038,1
-1.0768586,0.8076517,-13.87245,2
1.7716222,-16.234217,1.5978028,2
14.424056,-0.41641355,9.133972,1
18.563564,-7.6909337,-4.573769,1
0.1267735,22.313547,-4.3412604,2
-1.5386322,0.90884936,-13.8814745,2
-4.2840967,6.04515,8.283287,2
0.12032725,22.335085,-4.3429146,2
17.05068,-1.9054586,17.487497,1
-4.5505877,6.088177,8.337232,2
20.457375,-4.1557617,7.322586,1
-1.2223786,0.7707726,-14.00876,2
-4.50505,5.884574,8.111306,2
6.6960053,12.846777,6.1122656,1
8.827783,1.6320486,5.4862432,1
-4.4639688,5.889519,8.095904,2
0.929324,-8.552567,-1.1596102,1
11.078163,18.693789,13.636356,1
2.0971532,-16.099072,1.3379257,2
-1.722973,0.9011649,-13.904747,2
19.816853,-4.726968,8.166344,1
-5.136196,5.45501,8.18491,2
-14.528002,-7.737079,-3.4954455,2
-5.047474,5.7138553,8.113363,2
-14.481412,-7.684493,-3.4259646,2
2.0013137,-16.228275,1.5671331,2
17.131865,6.8674774,5.8441515,0
2.109744,-16.169363,1.4561425,2
-4.8295846,5.73648,7.9166255,2
-10.49085,-6.7376103,12.748098,2
-1.4551919,1.0460752,-13.929824,2
11.081153,18.609907,13.585193,1
-1.2764375,0.66835755,-14.035778,2
-4.543452,5.871212,8.18331,2
-4.7366385,14.277352,-0.035306495,2
2.3920395,-5.751275,26.051798,2
-3.1972775,11.551461,22.728031,2
-3.028098,11.537616,22.567245,2
-1.3806493,0.8623719,-13.738352,2
2.2976177,-5.664793,26.146238,2
16.100735,7.0417767,3.498141,1
-1.1522202,0.8683716,-13.95455,2
-4.6351852,5.9150352,8.045422,2
11.640383,-0.873939,-8.858854,1
14.466829,-0.3811318,9.191722,1
17.116049,6.8337903,5.8450956,0
19.866322,-4.75932,8.124115,1
-4.632535,14.204364,-0.13943388,2
-1.520014,0.5882063,-14.186983,2
14.347449,-0.47642612,9.13708,1
-4.929588,5.9820786,8.191812,2
-4.734861,6.097853,8.2053585,2
11.090439,18.610159,13.50695,1
16.99919,-1.8604277,17.585302,1
-1.1333853,0.3818827,-13.944623,2
6.4853044,2.262418,13.539748,2
-4.50273,5.9956036,8.2306595,2
11.591256,-0.8258962,-8.928787,1
-3.1859298,11.380218,22.767405,2
-1.3863792,0.89930785,-13.855452,2
1.7029318,-16.244385,1.2977488,2
-5.345963,5.6169176,8.134525,2
-1.3535588,0.5316508,-14.130932,2
-1.6387382,0.8638792,-13.780382,2
-4.7774234,5.835359,8.167994,2
-1.3137523,0.48577175,-14.094602,2
-1.2902144,0.74991095,-13.942628,2
17.036554,-1.3120314,17.258863,1
-1.3333522,0.48964238,-13.887081,2
0.18461138,22.18931,-4.3907857,2
-4.506978,5.6665573,8.199122,2
-1.7096076,0.6545075,-14.038226,2
-4.2975707,5.904724,8.28018,2
17.835241,7.983572,7.04643,1
11.211221,18.737446,13.430056,1
1.9630125,-16.007473,1.4064778,2
16.101274,7.041128,3.4987233,1
-4.5416236,6.0329943,8.051959,2
11.069626,18.661875,13.563025,1
-3.2835631,11.258128,22.679625,2
-3.338817,11.117478,22.6844,2
-4.637533,6.082999,8.126282,2
-3.2224424,11.289989,22.619324,2
-5.015155,5.8123813,8.071336,2
-1.2518502,0.5212157,-14.083948,2
-4.654323,14.236706,-0.11765137,2
17.850655,7.999222,7.062182,1
16.100744,7.0419054,3.4985585,1
25.726862,0.41202268,2.425678,1
-4.7963076,5.711613,8.077779,2
2.1530516,-16.28145,1.3576846,2
2.3696895,-5.7361803,26.074165,2
6.708494,12.834286,6.1247625,1
-3.0427132,11.56622,22.695505,2
17.789337,7.937901,7.000891,1
-3.1919458,11.450508,22.621267,2
-3.2682111,11.18911,22.691605,2
-4.618162,5.9802256,8.198511,2
1.7326142,-16.31185,1.276982,2
-4.95517,5.633989,8.194821,2
0.9895021,-8.612289,-1.0996838,1
-4.923792,5.6631956,8.221102,2
11.687831,-0.8702148,-8.78659,1
1.9302083,-15.989538,1.1579154,2
-1.4545382,0.7128489,-14.048697,2
16.922306,-1.8866485,17.494236,1
-1.4181072,0.6870357,-14.124504,2
-5.061258,5.6501975,8.01203,2
-1.3432848,0.21644899,-14.107467,2
-5.0931363,5.5730023,8.379459,2
11.085531,18.859314,13.587385,1
-4.9110007,5.960697,8.292775,2
-4.837112,5.7302117,8.071359,2
-3.046671,11.472253,22.61558,2
18.525627,-7.6529965,-4.6116695,1
-2.9850628,11.472913,22.532732,2
-5.1856017,5.4991503,8.281978,2
-0.0005939151,22.332254,-4.2263346,2
-3.1588182,11.375873,22.771248,2
11.366837,18.719997,13.309932,1
-4.753821,5.830408,8.266637,2
-5.2319303,5.6481752,8.470809,2
-1.3980751,0.3413748,-14.08093,2
16.941366,-1.8664268,17.49209,1
9.472022,3.9634645,-5.09408,1
-4.7336025,5.675249,8.446558,2
-3.068222,11.410663,22.76906,2
-4.6466665,6.092505,8.561867,2
-14.654022,-7.807492,-3.51914,2
2.2820356,-16.225584,1.3181278,2
-4.5305266,5.871698,8.312461,2
-4.805845,5.7862864,8.185699,2
11.321329,18.895164,13.597733,1
-1.5540042,0.6882333,-13.944725,2
-1.504064,0.51489043,-14.037841,2
9.552613,4.0439563,-5.038294,1
-1.6172408,0.58321047,-14.155941,2
-1.5040581,0.7509707,-14.044245,2
-1.4651936,0.30634633,-14.119116,2
-1.3794008,0.5288041,-14.199425,2
20.46198,-4.151863,7.31736,1
16.100145,7.044051,3.500005,1
11.638524,-0.83035696,-8.838661,1
-1.2242359,0.46392545,-14.047714,2
8.826251,1.6300397,5.4839497,1
2.352268,-16.021093,1.3203759,2
2.215536,-16.207916,1.2082673,2
-4.982709,6.0605183,8.311173,2
2.1760137,-16.38242,1.4223509,2
2.2315955,-16.249712,1.5379975,2
19.749418,-4.713008,8.060118,1
-1.5486941,0.4460179,-14.034242,2
-4.6957936,14.309544,-0.076971844,2
19.861353,-4.6654954,8.183302,1
2.2561574,-16.192858,1.6565083,2
-1.1791899,0.38451573,-13.925987,2
-5.0123568,5.6836886,8.480478,2
16.062853,7.0800366,3.461469,1
2.3267586,-5.6966996,26.11704,2
2.3051755,-5.6728244,26.138735,2
-1.4726567,0.2699811,-14.109232,2
-5.3476243,5.7191095,8.279172,2
0.106567055,22.244968,-4.277273,2
-5.088019,5.9113517,8.06866,2
-1.4333556,0.26125616,-14.124147,2
19.823725,-4.596492,8.07898,1
-1.6492668,0.20964885,-14.078927,2
-5.228187,5.518241,8.301665,2
19.892414,-4.76392,8.180502,1
6.652693,12.8904505,6.0687127,1
-1.4525627,0.21137166,-14.059682,2
-1.5283718,0.27520394,-14.076667,2
17.036497,-1.8077567,17.512388,1
10.981517,18.590145,13.593705,1
-1.5630465,0.3575507,-14.115665,2
11.351022,18.651297,13.725251,1
-10.448062,-6.694798,12.705306,2
-1.850627,0.35142905,-14.174006,2
6.550207,12.993141,5.966085,1
2.0592747,-16.19831,1.5881178,2
-4.726091,14.284028,-0.0452337,2
16.923431,-1.9463081,17.465845,1
25.780354,0.46681127,2.4796476,1
-1.3818905,0.71923035,-13.973019,2
17.786308,7.934677,6.9974804,1
2.2602007,-16.110268,1.4321133,2
-1.894933,0.5025186,-13.926506,2
11.330999,18.807793,13.678215,1
2.3348598,-5.667882,26.110878,2
14.331194,-0.41718727,9.184062,1
11.556521,-0.78404856,-8.896453,1
-1.8343835,0.4175009,-14.035462,2
-3.0831254,11.515246,22.620613,2
-1.4914832,0.34865284,-13.999585,2
11.159206,18.583055,13.508446,1
-5.1518793,5.7155466,8.261043,2
-5.0482926,5.787483,8.363725,2
0.964745,-8.587959,-1.1242111,1
1.8094337,-16.256025,1.6572217,2
11.102476,18.686956,13.350323,1
6.4877877,2.2599952,13.537364,2
19.82788,-4.575065,7.9808235,1
17.81971,7.9682336,7.031174,1
-5.0206375,6.0035806,8.391103,2
-1.5119807,0.2879055,-14.03966,2
2.368052,-5.6663504,26.075802,2
17.818222,7.966634,7.0295134,1
-1.6427132,0.653224,-13.976866,2
-10.4654,-6.7121544,12.7226515,2
2.098321,-16.22778,1.0254402,2
14.497486,-0.36605415,9.203429,1
-1.7236655,0.3782233,-14.088972,2
-5.3153934,5.8471327,8.235261,2
-1.7259554,0.38008207,-13.947274,2
-1.6772561,0.24542071,-13.888874,2
-1.6939253,0.35841197,-14.003004,2
2.0364685,-15.976518,0.9456354,2
6.436113,2.3116379,13.589017,2
-5.105417,5.7051272,8.282407,2
18.507782,-7.63515,-4.629542,1
16.099817,7.044561,3.4999642,1
-1.629207,0.5835755,-13.820993,2
-1.8397192,0.47887757,-13.896089,2
-1.9373941,0.1331025,-13.963038,2
17.737598,7.8874474,6.950431,1
2.2017887,-16.19518,1.069585,2
9.490454,3.981832,-5.0603757,1
19.807701,-4.634257,8.067388,1
19.92597,-4.678399,8.212258,1
-1.6976824,0.29540744,-13.963255,2
-1.7201363,-0.02531626,-13.612475,2
1.874499,-16.135874,1.624501,2
-14.515836,-7.720982,-3.4772413,2
-4.9160748,5.8993263,8.456391,2
-1.7366855,0.7437456,-13.860327,2
11.148855,-5.2385497,9.934465,1
-14.479258,-7.751263,-3.6052032,2
-5.11826,6.013242,8.314941,2
-4.9792023,5.9140296,8.616531,2
9.438838,3.930298,-5.1264563,1
-5.141347,5.908158,8.3541355,2
2.1348658,-15.864114,1.3800912,2
-5.0732074,6.0663695,8.410524,2
-5.1441097,5.8820233,8.326714,2
2.1404195,-16.210217,1.02697,2
11.315483,18.8689,13.609401,1
11.310124,18.762276,13.422355,1
-2.9394712,11.522649,22.613447,2
2.5085332,-4.2400084,13.107952,2
19.78222,-4.7998834,7.9816856,1
0.9806363,-8.6038475,-1.108328,1
-1.8133503,0.3475454,-13.965881,2
-5.2371182,5.557943,8.408548,2
-5.103322,4.9650016,8.597315,2
19.864023,-4.6709304,8.178059,1
6.504892,13.038532,5.920725,1
-5.120789,5.9860883,8.314769,2
16.14215,7.001169,3.5410426,1
2.0400038,-16.043226,1.1386697,2
-10.572866,-6.8196225,12.8301115,2
2.1480215,-15.923216,1.3709368,2
-1.9592941,0.15152441,-13.729312,2
-5.1072707,5.647374,8.4482765,2
-2.009763,0.53196615,-14.048876,2
19.814262,-4.7240705,8.063914,1
-1.6421726,0.65205634,-13.933361,2
-1.6275141,0.6014412,-13.806649,2
-1.5478181,0.052787557,-13.818188,2
17.789349,7.938519,7.001426,1
0.016002562,22.204628,-4.224871,2
-4.8068457,6.1554933,8.963046,2
-4.870176,6.017726,8.553539,2
14.504884,-0.46836412,9.147974,1
-10.5520115,-6.798754,12.809263,2
6.7054677,12.837337,6.1217237,1
-5.230149,5.5269594,8.671825,2
16.958254,-1.8208401,17.52423,1
-5.0512342,5.9265814,8.539975,2
11.616289,-0.75389767,-8.884328,1
-4.8569937,6.173602,8.653538,2
-3.0389493,11.482522,22.587145,2
-14.559767,-7.756528,-3.489199,2
-1.7843119,0.34603247,-13.701925,2
-1.9719216,0.6189006,-13.738159,2
-5.0516915,5.909373,8.611368,2
-5.368391,5.6830735,8.52391,2
11.30199,18.627659,13.538788,1
-1.6355621,0.47652906,-13.7964115,2
-5.18676,5.7287207,8.547418,2
2.5352807,-4.266818,13.134706,2
11.620481,-0.87226546,-8.932985,1
-14.475387,-7.711791,-3.4562926,2
6.493961,2.2537644,13.531135,2
14.477659,-0.3663466,9.196978,1
11.211242,18.80618,13.57138,1
-5.217081,5.934088,8.562119,2
17.049067,-1.3271883,17.264996,1
-1.5641919,0.49667338,-13.890893,2
14.547558,-0.34439442,9.2310295,1
-5.15128,5.78304,8.548897,2
-5.042921,5.6868815,8.781622,2
0.059707988,22.226765,-4.2554755,2
9.519316,4.0106335,-5.0514507,1
-1.80117,0.19431989,-13.745301,2
-5.1201987,5.740987,8.614629,2
-1.8840224,0.10708619,-13.597657,2
-10.504414,-6.751183,12.761662,2
2.1526551,-15.934953,1.5658491,2
-1.9105309,0.47215077,-13.821883,2
2.124137,-16.121035,1.2105881,2
11.317415,18.737776,13.650174,1
-5.149195,5.750403,8.668462,2
-1.9328877,0.42009082,-13.788731,2
1.8284171,-15.884676,1.3844316,2
16.946596,-1.9220451,17.626923,1
-1.7889532,0.40459093,-13.580972,2
-5.1276445,5.561919,8.862182,2
-1.8520514,0.08614728,-13.548889,2
-1.8304082,0.58622813,-13.550354,2
2.00584,-15.930793,1.2660213,2
-14.613734,-7.781145,-3.46617,2
8.830222,1.6347061,5.488485,1
-5.0946207,5.903974,8.62311,2
-3.0599623,11.658889,22.473974,2
-5.048161,6.0885463,8.832803,2
1.6060764,-16.229923,1.1754094,2
-1.7358155,0.37320277,-13.87523,2
-5.215719,5.564984,8.508173,2
-5.121461,5.6051955,8.8930025,2
0.11553744,22.307396,-4.324987,2
-1.9173619,0.5440204,-13.727841,2
-4.7600827,14.248161,-0.011875897,2
-5.258248,5.741786,8.869462,2
2.306832,-5.6749477,26.137062,2
2.3355708,-5.706049,26.108324,2
18.475407,-7.602861,-4.661743,1
-4.9824557,5.7319117,8.768102,2
-3.0169945,11.569852,22.522528,2
-4.9899282,5.788781,8.824609,2
6.699097,12.843795,6.1152916,1
2.297596,-5.66735,26.146261,2
-1.7808095,0.5078934,-13.619762,2
-1.7050121,0.47022867,-13.75129,2
2.0768702,-16.013517,1.5216198,2
-5.042382,5.792625,8.79576,2
-1.698668,0.11681794,-13.56468,2
-2.9238858,11.637697,22.600506,2
-3.0425613,11.341359,22.46123,2
16.1005,7.027305,3.4827666,1
-4.909974,5.8078804,8.995048,2
-5.125601,5.6778493,8.594473,2
6.6856623,12.857159,6.1019063,1
-1.8522401,0.40319464,-13.486444,2
11.685755,-0.9108426,-8.95064,1
-1.9176023,0.45517865,-13.682522,2
-4.9611835,5.8842316,8.7685585,2
1.7193631,-16.313553,1.5603722,2
-4.6732583,14.274356,-0.0987271,2
-1.8848513,0.4640696,-13.644091,2
-14.603945,-7.698683,-3.5766227,2
-14.458508,-7.6799197,-3.4166038,2
11.498319,-0.8625853,-8.987299,1
-1.7538041,0.65303195,-13.802287,2
-1.7736225,0.09027953,-13.506342,2
17.101885,6.8111053,5.836429,0
-1.6551712,0.19868465,-13.696894,2
-1.7157938,0.3000175,-13.217518,2
0.17297778,22.192396,-4.3829517,2
17.112778,6.8318934,5.8422403,0
-4.7009115,14.25365,-0.07107771,2
-4.9041314,5.8659716,8.967341,2
11.130139,18.71845,13.56487,1
-1.7274739,0.625484,-13.379322,2
-2.1294186,0.5442185,-13.5384445,2
-1.8446566,0.30127987,-13.424813,2
-4.967915,5.7442746,8.834437,2
-3.3226922,11.10734,22.663443,2
-4.7419357,5.649893,9.174495,2
-1.6728548,0.6945694,-13.387341,2
-14.498407,-7.8980947,-3.6414418,2
14.503575,-0.39264095,9.231486,1
-3.2394826,11.585375,22.605398,2
-1.8175832,0.74221605,-13.4184885,2
-1.658484,0.055541858,-13.6948395,2
2.2125292,-16.103642,1.073914,2
-4.7196836,14.28268,-0.052310012,2
-1.7053262,0.24183872,-13.292431,2
-5.227024,5.8291054,8.774495,2
-4.8473268,5.6429977,8.989609,2
17.075985,-1.7477888,17.473366,1
-4.9267206,5.5875626,8.930913,2
-2.9359438,11.528062,22.62731,2
-4.7531524,5.9095807,9.12928,2
-4.9904165,5.674028,8.926481,2
2.275115,-5.642239,26.168734,2
-3.1730387,11.595487,22.60732,2
1.9353826,-16.241734,1.6254187,2
-4.7796946,5.742018,9.098624,2
11.579679,-0.8124102,-8.840094,1
8.828907,1.6329044,5.4866257,1
-1.7836614,0.62703055,-13.421393,2
-3.1734009,11.536925,22.681633,2
1.81806,-15.946164,1.3266567,2
2.1838868,-15.9075165,1.2361095,2
2.0082922,-16.207272,0.94169825,2
-4.7340655,5.787691,8.953217,2
11.2112055,18.92816,13.51019,1
2.1181521,-15.9522915,1.0648516,2
1.9950917,-15.919825,1.4979972,2
-1.753561,0.24077144,-13.337556,2
6.420888,2.3268785,13.604267,2
2.0329447,-15.908336,1.2268124,2
6.4761086,2.2716515,13.54905,2
-1.6543107,0.087000355,-13.352505,2
1.8575637,-15.824482,1.1553308,2
-1.8138605,0.5938736,-13.293083,2
9.543115,4.03454,-5.025202,1
18.488548,-7.615927,-4.648783,1
1.5767695,-16.0636,1.4129713,2
-4.768403,5.6686707,9.062176,2
1.6067042,-16.109797,1.3479298,2
1.6727827,-16.228605,1.1280866,2
1.6876684,-16.10335,1.0783409,2
14.474852,-0.3457711,9.275572,1
6.471724,2.2760549,13.5534725,2
6.6266427,12.9165745,6.0426216,1
-5.0980487,5.039708,8.710755,2
-4.766151,5.5367546,9.019435,2
-1.6742759,0.5028059,-13.2677355,2
-1.5628268,0.18639259,-13.346745,2
-1.7755766,0.30849957,-13.539062,2
-4.9412727,5.605079,8.975814,2
14.470634,-0.34084094,9.210046,1
11.68995,-0.80451864,-8.787475,1
19.736303,-4.556248,8.026167,1
2.506768,-4.238397,13.106253,2
1.8473377,-15.951705,1.1882393,2
-10.533963,-6.781269,12.791428,2
-1.5806783,0.6916559,-13.189359,2
-1.7098246,0.40212312,-13.327297,2
11.570976,-0.80025136,-8.905485,1
16.929493,-1.907158,17.49676,1
8.840491,1.6445016,5.498009,1
-4.734131,5.681539,8.885442,2
-1.5977336,0.16115117,-13.344398,2
-1.7282233,0.46708608,-13.281425,2
2.5394156,-4.2709565,13.138885,2
-1.5909868,0.16623363,-13.226149,2
14.548345,-0.30087775,9.221023,1
-1.5828844,0.2716927,-13.18438,2
19.893972,-4.647723,8.130345,1
-4.5677104,5.8106256,8.920887,2
-4.452708,5.5588226,9.1268425,2
14.583695,-0.36166415,9.290226,1
-5.082259,5.0669036,8.721423,2
1.7938951,-16.040495,1.5218163,2
